sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
123-36-150-128,5,1,4997,B002K4YMIA,"Raw Unrefined Shea Butter Grade A From Ghana 7.5 Lbs The Top 10 Uses of Shea Butter Moisturizer for dry skin Eczema cream Blemish cream For softer smoother skin For burns Wrinkle reduction cream Moisturizer for dry hair Shaving cream Anti-itch cream Stretch mark prevention cream The Shelf Life of Shea Butter The shelf life of Shea butter is 18-24 months when kept in a cool dry place. After that time the healing properties of Shea butter are less effective but it is still a good moisturizer. Application of the Shea Butter Shea butter melts at body temperature. For easy application warm Shea butter onto palms until it is completely melted and smooth on. Shea Butter absorbs quickly, penetrates deeply and coats the skin with a fine film; thereby diminishing water loss and leaving the skin softened and protected. The Amazing Properties of Shea Butter Shea butter is the best natural product to protect, heal and improve skin. It is prized because it contains a real cocktail of elements good for the skin. Among these, is first a very high content of Essential Fatty Acids, more than in all other vegetable butter. These fatty acids are oleic, stearic, linoleic and palmitic acid. They play a very important moisturizing, softening, and anti-inflammatory role, and help renew the cutaneous cells. Shea butter also contains vitamins A, D, E, and K that have a recognized effect against skin aging. It is also rich in phytosterols with protecting and regenerating virtues. The manufacturing process has a great influence on the properties and efficiency of Shea butter. If it is refined or processed, it loses its vitamins and part of its efficiency. The Organic Shea Butter Company brings you a handmade certified organic Shea butter that is a guarantee of purity and higher quality. Maternity Beauty Skin Care"
123-36-150-128,5,2,5882,B003B1BWA2,"Raw Unrefined IVORY Shea Butter Grade A From Ghana 5 Lbs The Top 10 Uses of Shea Butter Moisturizer for dry skin Eczema cream Blemish cream For softer smoother skin For burns Wrinkle reduction cream Moisturizer for dry hair Shaving cream Anti-itch cream Stretch mark prevention cream The Shelf Life of Shea Butter The shelf life of Shea butter is 18-24 months when kept in a cool dry place. After that time the healing properties of Shea butter are less effective but it is still a good moisturizer. Application of the Shea Butter Shea butter melts at body temperature. For easy application warm Shea butter onto palms until it is completely melted and smooth on. Shea Butter absorbs quickly, penetrates deeply and coats the skin with a fine film; thereby diminishing water loss and leaving the skin softened and protected. The Amazing Properties of Shea Butter Shea butter is the best natural product to protect, heal and improve skin. It is prized because it contains a real cocktail of elements good for the skin. Among these, is first a very high content of Essential Fatty Acids, more than in all other vegetable butter. These fatty acids are oleic, stearic, linoleic and palmitic acid. They play a very important moisturizing, softening, and anti-inflammatory role, and help renew the cutaneous cells. Shea butter also contains vitamins A, D, E, and K that have a recognized effect against skin aging. It is also rich in phytosterols with protecting and regenerating virtues. The manufacturing process has a great influence on the properties and efficiency of Shea butter. If it is refined or processed, it loses its vitamins and part of its efficiency. The Body Butter Store brings you a handmade certified organic Shea butter that is a guarantee of purity and higher quality. Moisturizers Beauty Body Butter Body Skin Care"
123-36-150-128,5,3,5889,B003B9DWMA,"Raw Unrefined IVORY Shea Butter Grade A from Ghana 2 Lbs The Top 10 Uses of Shea Butter Moisturizer for dry skin Eczema cream Blemish cream For softer smoother skin For burns Wrinkle reduction cream Moisturizer for dry hair Shaving cream Anti-itch cream Stretch mark prevention cream The Shelf Life of Shea Butter The shelf life of Shea butter is 18-24 months when kept in a cool dry place. After that time the healing properties of Shea butter are less effective but it is still a good moisturizer. Application of the Shea Butter Shea butter melts at body temperature. For easy application warm Shea butter onto palms until it is completely melted and smooth on. Shea Butter absorbs quickly, penetrates deeply and coats the skin with a fine film; thereby diminishing water loss and leaving the skin softened and protected. The Amazing Properties of Shea Butter Shea butter is the best natural product to protect, heal and improve skin. It is prized because it contains a real cocktail of elements good for the skin. Among these, is first a very high content of Essential Fatty Acids, more than in all other vegetable butter. These fatty acids are oleic, stearic, linoleic and palmitic acid. They play a very important moisturizing, softening, and anti-inflammatory role, and help renew the cutaneous cells. Shea butter also contains vitamins A, D, E, and K that have a recognized effect against skin aging. It is also rich in phytosterols with protecting and regenerating virtues. The manufacturing process has a great influence on the properties and efficiency of Shea butter. If it is refined or processed, it loses its vitamins and part of its efficiency. Moisturizers Beauty Body Butter Body Skin Care"
123-36-150-128,5,4,6511,B003WOFAO2,"Raw Unrefined CREAMY FILTERED Shea Butter 16 Oz AND 1 Lb of Raw Black Soap The Top 10 Uses of Shea Butter Moisturizer for dry skin Eczema cream Blemish cream For softer smoother skin For burns Wrinkle reduction cream Moisturizer for dry hair Shaving cream Anti-itch cream Stretch mark prevention cream The Shelf Life of Shea Butter The shelf life of Shea butter is 18-24 months when kept in a cool dry place. Shea butter is a good moisturizer. Application of the Shea Butter Shea butter melts at body temperature. For easy application warm Shea butter onto palms until it is completely melted and smooth on. Shea Butter absorbs quickly, penetrates deeply and coats the skin with a fine film; thereby diminishing water loss and leaving the skin softened and protected. 

Some of the Benefits of black soap - Helps deep clean skin. - Works on most skin types including rough and dry or sensitive skin - Helps clear skin bumps and spots - Helps relieve acne, oily skin & other skin problems. - Great for removing makeup - Works against premature facial lines and wrinkles - Can be lathered and used as a shampoo. Usage of the Black African Soap Break off a bar-size piece from the bulk, then press it to shape with your hands, or use it as is. Rub the bar between your hands (or on a washcloth would also work), then rub your soapy hands on your skin and hair. (If you rub the bar on your hair, it will get hair stuck to the bar.) Black soap absorbs water easily, so keep it from sitting in water or it will dissolve away. How to Store the Black African Soap Pure traditional African black soap is a soft milled soap and has very high natural glycerin 
Ingredients: Traditional Black Soap contains mainly cocoa pod ashes, plantain skins ashes, and palm oil, processed together. Soaps Beauty Bath & Body Cleansers"
168-166-230-233,5,0,208,B0000CC64W,Olay Regenerist Daily Regenerating Serum - Fragrance Free Moisturizer 1.7 Fl Oz Olay Creams & Moisturizers Beauty Fluids & Lotions Fluids Face Skin Care
168-166-230-233,5,1,2806,B0012J30LY,Regenerist Micro-Sculpting Cream 1.7 Oz Olay Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care
168-166-230-233,5,2,3846,B001F51TNQ,Olay Night Of Olay Firming Cream 2.0 Oz (Pack of 3) Olay Oil-free Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care
168-166-230-233,5,3,7667,B004UDQ6GK,"Olay Regenerist Instant Fix Wrinkle Revolution Complex Primer Plus, 1.7 Fl Oz Olay Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care"
168-166-230-233,5,4,9732,B0081NLR8M,Olay Regenerist Intensive Repair Treatment 1 Fl Oz Olay Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care
3-106-237-121,5,0,8569,B005TT8Q4O,"Jasmin - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free Fragrance Women's Beauty Essential Oils"
3-106-237-121,5,1,8574,B005TT8TPU,"Roses - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
3-106-237-121,5,2,8576,B005TT8VMG,"Africana - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free Fragrance Women's Beauty Essential Oils"
3-106-237-121,5,3,8577,B005TT8WPM,"Bakhour - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free Fragrance Women's Beauty Essential Oils"
3-106-237-121,5,4,11119,B00BKSPQNW,"White Musk - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free Fragrance Women's Beauty Essential Oils"
42-159-123-191,5,0,6241,B003OGT4KE,"Creative Nail Shellac Hot Chilis, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
42-159-123-191,5,1,6242,B003OGUQS8,"Creative Nail Shellac Tropix, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
42-159-123-191,5,2,6245,B003OGYO7W,"Creative Nail Shellac Negligee, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
42-159-123-191,5,3,6246,B003OGZC2S,"Creative Nail Shellac Fedora, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
42-159-123-191,5,4,6248,B003OH0KBA,"Creative Nail Shellac Wildfire, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
47-155-174-17,5,0,7488,B004NYTR8U,"KLEANCOLOR What Girls Really Talk About - Glitter Nail Lacquer Mini Collection (NPC594) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features ultimate party accessory of holo effects in bold colours to complete the look of girl who knows her fashion statement is trendier than others. Makeup Nails Beauty Nail Polish"
47-155-174-17,5,1,7489,B004NYWR7S,"KLEANCOLOR Techno High - Metallic Nail Lacquer Mini Collection (NPC592) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features bold rich metallic colors to add twist and edge to complete the look of strong woman who loves to rock the world. Makeup Nails Beauty Nail Polish"
47-155-174-17,5,2,7490,B004NYZ5AE,"KLEANCOLOR Wicked Witch - Gothic Nail Lacquer Mini Collection (NPC595) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features gothic colors to complete the look of mystic woman who is not afraid to play with her dark side. Makeup Nails Beauty Nail Polish"
